image_path,split,bbox_x,bbox_y,bbox_w,bbox_h,category,lower_subtype,pant_leg_shape,pant_length,lower_detail,sleeve_length,sleeve_shape,upper_length,lower_length,neckline,collar,upper_fit,lower_fit,silhouette,pattern,material,detail
fashionpedia_seed/images/99601fa457d157b81154d089966c2e3a.jpg,val,392.0,407.0,241.0,274.0,코트,,,,,긴팔,기본 소매,,,,,레귤러핏,,,무지,,지퍼|후드
fashionpedia_seed/images/0309e132bc5fbc75f977005b2d4a79e3.jpg,train,58.0,183.0,323.0,632.0,코트,,,,,긴팔,,,,,,레귤러핏,,,무지,퍼·플리스,
fashionpedia_seed/images/0309e132bc5fbc75f977005b2d4a79e3.jpg,train,164.0,250.0,127.0,653.0,점프수트,,,,,,,,롱·긴바지 기장,,,,,,,,
fashionpedia_seed/images/bfabcacd46568489e6ae0d4952ecccf9.jpg,train,228.0,444.0,185.0,476.0,팬츠,,,,,,,,롱·긴바지 기장,,,,슬림핏,,무지,,
fashionpedia_seed/images/bfabcacd46568489e6ae0d4952ecccf9.jpg,train,138.0,144.0,365.0,612.0,코트,,,,,7부 소매,,,,,라펠 칼라,여유핏,,,무지,,
fashionpedia_seed/images/bfabcacd46568489e6ae0d4952ecccf9.jpg,train,259.0,307.0,197.0,141.0,티셔츠,,,,,긴팔,,크롭 기장,,,,레귤러핏,,,무지,,
fashionpedia_seed/images/c2d80480b743d45143725a5c223c16d9.jpg,train,93.0,389.0,473.0,631.0,스커트,,,,,,,,롱·긴바지 기장,,,,,,무지,,지퍼
fashionpedia_seed/images/c2d80480b743d45143725a5c223c16d9.jpg,train,224.0,213.0,457.0,319.0,티셔츠,,,,,긴팔,기본 소매,크롭 기장,,,,슬림핏,,,플로럴,,
fashionpedia_seed/images/d67ad10df9224b51361c9dfb18f5a9ef.jpg,train,170.0,529.0,214.0,389.0,팬츠,,,,,,,,롱·긴바지 기장,,,,,,무지,,
fashionpedia_seed/images/d67ad10df9224b51361c9dfb18f5a9ef.jpg,train,97.0,162.0,336.0,400.0,셔츠,,,,,긴팔,벌룬 소매,기본 기장,,,셔츠 칼라,레귤러핏,,,카모,,단추
fashionpedia_seed/images/d67ad10df9224b51361c9dfb18f5a9ef.jpg,train,164.0,179.0,215.0,378.0,베스트,,,,,,,크롭 기장,,,라펠 칼라,레귤러핏,,,무지,,단추
fashionpedia_seed/images/2e783ef225f6afd2c16ceac5482d955c.jpg,train,467.0,207.0,90.0,133.0,티셔츠,,,,,반팔,기본 소매,기본 기장,,,,슬림핏,,,무지,,
fashionpedia_seed/images/2e783ef225f6afd2c16ceac5482d955c.jpg,train,452.0,330.0,147.0,226.0,팬츠,,,,,,,,롱·긴바지 기장,,,,슬림핏,,무지,,
fashionpedia_seed/images/c47f02a61808cde22c26d21fb035da83.jpg,train,74.0,182.0,507.0,693.0,원피스,,,,,긴팔,기본 소매,,롱·긴바지 기장,,,,,A라인,플로럴,,지퍼|프릴·러플
fashionpedia_seed/images/4454d33644695b5b14cffba84ceb8066.jpg,train,204.0,628.0,122.0,284.0,팬츠,,,,,,,,롱·긴바지 기장,,,,슬림핏,,무지,,
fashionpedia_seed/images/4454d33644695b5b14cffba84ceb8066.jpg,train,141.0,155.0,256.0,503.0,원피스,,,,,긴팔,기본 소매,,쇼츠·미니 기장,터틀넥,,,,,무지,,지퍼
